Author,Comment
@saghihojjaty4733,"Honestly people need to realize that even celebrities have bad pasts. People make bad decisions and sadly those bad decisions sometimes affect others too. If y&#39;all really though Miranda Sings was for kids then there is your number one mistake. Also if this was a current situation them sure these things you say could be true but these are years ago... we all have pasts that we regret or in the moment didnt think anything of it and then realized shit that was not a good idea. So if she owes anyone an apology its the fans that are personally affected not the ones behind screens typing mean comments away"
@LoudLeo3,"Oh Colleen.. I love you so much and I can’t imagine how hard this is been for you. I’ve watched you almost daily since COVID started so I know you can be so emotionally powerful with the way you express your feelings in words… but. I just feel like singing might not have been they way to go 😖"
@rebeccat.5887,"I can’t even get through the “apology” because the ukulele is giving me a headache. Just, wow"
@difficlty,"You are unhinged. Stop this."
@k0dzuken540,"oh nah"
@KillerKistal,"This is a passive aggressive mess."
@mayanicole3886,"10 minutes and 20 seconds of self victimization 😅"
@raph4872,"the way i cringed so bad"
@katea6770,"Wow…for a good singer she is surprisingly tone deaf"
@michelleh1778,Yikes
@KillerQueen_87,"&quot;Rumors look like facts when you don&#39;t count the gaps&quot; ... What gaps?"
@mayabybee7063,"Omg this is sooo bad"
@blueblueberry4973,"why’s she keep talking about dying no one’s calling for her execution jesus"
@taramisu9268,Um….what?
@ashleylast5394,"Girl are you serious🫠😭"
@alexia848,"stop singing your little passive aggressive song and actually talk about everything"
@thankunext___,"you&#39;re sure you&#39;re sane?"
@laurad488,"Yikes Colleen yikes"
@shanneek4545,"Mistakes happen. But you took ZERO accountability colleen."
@morganwilson3847,"Babe I’m sorry but what is this"
@creatingwithshanna8454,"So happy to see your face!!!  Still here for you.  Still love you.  So proud of you for sticking up for yourself and owning your mistakes.  Missing you and your content big time!  Life is messy and even messier when you vulnerably put out for the world to see.  I hope you are taking care of you and accepting support when it&#39;s offered.  🤗"
@TwiGaga13,"Colleen, this is a VERY serious matter going on but clearly you don’t realize that bc who in their right mind would think this is the right way to respond to all the proof that you groomed children??? This isn’t a joke girl and you need to heavily reassess the way you approach things bc this isn’t it. This is truly ridiculous."
@deannaharby5677,"Heads up Colleen  !   Keep Pushing Forward----   thousands are behind you--- Stop and feel-<del>-Feel  the love and support !!    Do not be a victim---</del>   We need you and Love you !!!!!!!!!"
@SMG001Nick,"Go drink a Grimace shake, girl, PLEASE."
@misshathaway3576,girl…..
@elie3350,"Theres no fucking way this is real"
@sheylazac6352,"💀💀you’re weird for everything"
@hayleeeee,"hmm maybe this one should&#39;ve stayed in the drafts"
@aperson8345,"“Not true” yes it literally is 😭😭😭"
@Realalexisrenee,"Hi Colleen, I just want to say how much I miss your videos. I can only imagine the pain you are going through but I hope you know that any sane person with a real life understands that people make mistakes and 5 years is a VERY long time to change and grow. Recently I have met someone at work who has watched your videos since the beginning like me and we have created a friendship and its because we bonded over you. You put out so much positivity, creativity, and realness to the world and I hope you can continue to do that. We both sat together and watched this and felt your pain through the video and I just want to say I have NEVER commented on ANY of your videos nor any other youtube video lol but I know how much they help so I thought I&#39;d do it even if you don&#39;t see this. As one mamma and creative, weird, normal, human who makes mistakes to another, give it time and we MISS YOU!!! ♥"
@aleeegreen8352,"she is delusional"
@joannad7384,🤗💖🤗💖🤗
@staci_,"erik, unplug the router. please."
@cam190,"Many of us are still loving and supporting you, hang in there ❤<br><br>I can’t stand what the world has become. Millions of people absolutely tearing someone down for one side of a story. Cancel culture is absolutely VILE! Those involved will look back and feel utterly ashamed of themselves if they have an ounce of decency.<br><br>Yes, mistakes were made. You know that and have taken accountability previously. In no way is Colleen a criminal. She’s purely a human who has made mistakes. Each of us has made PLENTY, I can assure you! Sometimes those mistakes can hurt others, and that’s crap, but it happens. And will continue to. All you can do is take accountability, apologise and grow.<br>Gen Z are gonna ruin humanity I swear!!"
@bronce361,"bro thinks she’s steven universe"
@vizzy9815,"oh my god"
@tired4873,erm
@haleyjoy1377,"i never heard the word “sorry”"
@missjessie9997,"This is well practiced. She had plenty of time to rehearse and no where did she decide nahhh. Ew."
@user-ge3ot6it7r,"What a way to make yourself a victim love 😒"
@Simonicity,"Oh you’re such a victim Colleen."
@carolinebrown8498,"if it’s not true then why do they have screen shots and all you have is a shitty song?"
@anacarbonell6263,"everything was based on facts my dude what are you talking about !!"
@turtletrip8326,"what is this 😂😂 girl you cannot be serious"
@marytaylor9886,"are you kidding me right now"
@jadacam1838,"What in the fuck is this"
@bruppee11,"Sometimes people make mistakes, and it doesn’t make them a terrible human, you’re right. However, this video is a huge mistake, and you’re still a terrible human. Not to mention the awkward silence staring into the camera for sympathy as if this video was not a song that you spent time writing, rehearsing, learning, and repeating before filming it, watching it back, editing it, and then posting it."
@mariacervantes295,"“not in a creepy way” ask children’s very inappropriate s** questions lmao"
@helloitsme1350,"Colleeennnnnn we loveeee youuuuuu keep it going❤❤❤❤"
@1jvallee,"what is this...... be so serious right now"
@minijaskuodaite,"I just feel so genuinely fucking disappointed... especially since I have been watching colleen since 2018 and even before that. During quarantine when she had to take acountability for her poor actions, I didn&#39;t want to believe that she was truly in the wrong, but now?? This is absolutely pathetic. Seeing how many people she has hurt, she just responds with her playing the ukulele and singing? This is how you take acountability for your actions? This is bullshit, man. And I am so sad seeing a person that I really enjoyed watching turn to be such two faced and genuinely manipulative person. I hope that the other people that continue supporting her open their eyes... This is just sad. And what did she even mean with &quot;the fart joke&quot;...?"
@emmaorozco12,"oh no"
@karenxhill,"oh you are done."
@vocaloid985,weirdo
@SpiderBatFan,"Videos like this is why YouTube needs a dislike count"
@bri-mo5cp,"oh you’re done"
@lindagrobler5055,"People are so sensitive these days. Especially..... You make a joke and then they cry about it. Grow up. Colleen you keep doing what you doing. It&#39;s not our place to judge. You are a lovely person"
@HaydenEcho,Bro…
@46CallieCat,"what is wrong with you? are you serious?"
@esteleth7926,"10 minutes of this and no &quot;sorry&quot; or any apology towards the people hurt.. They&#39;re hurt from how you made them feel Colleen.. i don&#39;t think a song is appropriate for this whole thing. The chats from the group chats were creepy since there were literal receipts.. so.."
@vero2637,"Rich lux where are you?? 🗣️ get in here girl"
@georgiasturgess5176,"are you actually being for real"
@vimalyspagan2888,"I SCREAMED “YAAASSSSSSSSSSS”"
@breahope18,"Umm okay, Colleen! This is not apologize video and you chose bad choice to play ukulele and songs…. You blamed people and you’re played victim."
@BrendaFOBRocks,"things that aren&#39;t true? But there&#39;s pictures of your messages Colleen. This is ridiculous."
@gabrielafigueroa601,"Not you trying to make a joke about this 😭😭"
@lainarose3922,"Girl, you can have no bad intentions and STILL do bad things. You can make mistakes and be a good person, but that requires accountability and actually feeling sorry for what you’ve done. This is not accountability, this is not feeling sorry, this is pushing off people who are saying (and have proof) that you harmed them for a “joke”. It’s not funny. It’s not cute. You have NOT grown. Making a song victimizing YOURSELF while people have been harmed is the most childish thing I’ve ever seen. You should have listened to your PR team because this is not a good look. There were a million other ways to go about this that would have seemed sincere, caring, kind, etc. This seems genuinely vindictive and awful."
@Trinityhovey7,"You really woke up and thought this was a good idea, huh"
@karina.rose.,"girl what"
@catladymallory9242,"I used to be a fan of your vlogs... just for reference. but.... you made this into a performance? k, interesting choice. if the evidence wasnt already damning, this gave me such intense ICK I almost couldnt even get through mere 10 mins."
